Gene
Adcy1
Apba1
Avpr1a
C1s1/2
Cd55
Cfh
Chrm5
Crh
Ctnnb1
Fxyd6
Gcg
Hmgb1
Lilrb4a/b
Malat1
Mc5r
Msr1
Pcsk1n
Plppr1
