Gene
Abca2
Adcy1
Adcy5
Adgrl3
Agt
Akt1
Ambra1
Apba1
Aplp2
Apoe
App
Aqp4
Aspa
Atp1a2
Atp1b1
Atp2b2
Atp6v1a
Atp8a1
Atrn
Avpr1a
Bace1
Bcl2l1
Birc6
Bsg
C1qb
C1s1/2
Cacna1e
Calm1
Calm2
Camk1d
Camk2a
Camk2g
Camk2n1
Cd55
Cd81
Cd9
Cdk8
Cfh
Chl1
Chrm5
Cldn5
Clstn1
Clu
Cntn1
Cop1
Cox4i1
Cox7c
Cox8a
Cpe
Crh
Csnk1a1
Cspg5
Cst3
Ctnnb1
Ctsb
Cxcl14
Cyfip2
Daam1
Daam2
Dab1
Dlg4
Dmd
Dnm1l
Dynll2
Ednrb
Eif4a2
Fau
Fbln5
Fgfr2
Ftl1
Fus
Fxyd6
Gabra2
Gcg
Ghr
Gja1
Gls
Glul
Gnao1
Gnaq
Gnas
Gnb1
Gng7
Gphn
Gpi1
Gpm6a
Gpm6b
Gria2
Grin1
Grn
Gstm1
Hmgb1
Hnrnpa2b1
Icmt
Id2
Igf1r
Irs2
Itgb8
Itm2b
Itm2c
Itpr1
Kalrn
Kcnd2
Kidins220
Kif5c
Lifr
Lilrb4a/b
Malat1
Map1b
Map2k1
Mapk10
Mapk14
Mbp
Mc5r
Mecp2
Mertk
Mfge8
Mib1
Mmp14
Msr1
Mt3
Myo6
Ncam1
Ncor1
Ndufa13
Ndufs1
Nfasc
Nlgn4l
Nnat
Nrcam
Nrgn
Ntm
Ntrk2
Olfm1
Park7
Pcdh15
Pcp4
Pcsk1n
Pdgfrb
Penk
Pfkp
Phactr1
Phkb
Pink1
Pkn2
Plpp3
Plppr1
Pltp
Pou2f1
Ppargc1a
Ppp2r2c
Prkn
Psap
Pten
Ptgds
Ptn
Ptprs
Pvalb
Ramp1
Rapgef1
Rb1
Rgs7
Rnf144a
Rpe
Rps9
Rtn1
S100a16
Samhd1
Sbf2
Scn2a
Selenow
Serinc3
Sh3gl2
Shc3
Sil1
Slc17a7
Slc1a2
Slc1a3
Slc24a3
Slc2a1
Slc4a4
Slc6a1
Smurf1
Snap25
Sorbs1
Sorl1
Spag9
Sptbn4
Stat3
Stk3
Stmn3
Stxbp1
Sulf2
Syt1
Syt11
Tardbp
Tbl1x
Thy1
Tjp1
Tmsb10
Tmsb4x
Tnik
Tnrc6a
Trip12
Trp53
Trpm7
Tspan3
Tspan7
Tubb5
Tusc3
Ube2g1
Ube3a
Uggt2
Uqcr10
Usp15
Vav3
Vegfa
Vegfb
Wac
Ywhag
Ywhaz
Zbtb20
Zeb1
Zfyve16
Zwint
