Gene
Abca2
Abi1
Abi2
Abl1
Acaca
Ace2
Acer3
Ada
Adam22
Adar
Adcy1
Adcy5
Adcy8
Adcy9
Adgrg1
Adgrl2
Adgrl3
Adra1d
Ago2
Agtr2
Akt1
Akt3
Alcam
Aldh1l1
Aldoa
Aldoc
Ambra1
Anapc16
Apba1
Apc
Apela
Aplp2
Apod
Apoe
App
Aqp4
Arhgef7
Arih1
Arpp21
Aspa
Astn2
Atg13
Atg4c
Atg5
Atm
Atp1a2
Atp1b1
Atp2a2
Atp2b1
Atp2b2
Atp2b4
Atp6v0a1
Atp6v1a
Atp8a1
Atr
Atrn
Atxn1
Atxn2
Auts2
Avpr1a
Avpr2
Axl
Bace1
Bcan
Bcas1
Bche
Bcl2l1
Bex1/2
Birc6
Bmpr2
Bsg
Btrc
C1qa
C1qb
C1qc
C1s1/2
C2
C5ar1
Cab39
Cab39l
Cacna1c
Cacna1d
Cacna1e
Cacna2d1
Cacna2d3
Cacnb2
Cacnb4
Cacng3
Calca
Calm1
Calm2
Calm3
Camk1d
Camk2a
Camk2b
Camk2d
Camk2g
Camk2n1
Camk4
Car8
Cartpt
Casp3
Cast
Cblb
Cbln2
Cd14
Cd3d
Cd44
Cd46
Cd55
Cd6
Cd81
Cd84
Cd9
Cdc14b
Cdc27
Cdc6
Cdk6
Cdk8
Chat
Chchd10
Chl1
Chrm1
Chrm2
Chrm5
Chrna7
Ckb
Cldn5
Clec7a
Clip1
Clstn1
Cnksr2
Cnr1
Cntn1
Cntn2
Cntn5
Col1a1
Col1a2
Comt
Cop1
Cox4i1
Cox6c
Cox7c
Cox8a
Cpe
Creb1
Creb5
Crebbp
Crhr1
Crhr2
Crip1
Crp
Cryab
Csf1
Csf1r
Csmd3
Csnk1a1
Csnk2a1
Cspg5
Cst3
Ctnna1
Ctnna2
Ctnnb1
Ctnnd2
Ctsb
Ctsd
Ctss
Ctxn1
Cul1
Cul5
Cx3cr1
Cxcl14
Cxcl2
Cyba
Cyfip2
Daam1
Dab1
Dapk1
Dbi
Dcn
Ddt
Dgkb
Dgkg
Dgki
Dlg1
Dlg4
Dlgap2
Dmd
Dnajc1
Dner
Dnm1
Dnm1l
Dnm3
Dock1
Dock3
Drd4
Dscam
Dscaml1
Dync1i2
Dync1li2
Dynll1
Dynll2
Edn1
Edn3
Ednra
Ednrb
Egr1
Eif4a2
Eif4g3
Elmo1
Emp1
Entpd2
Ep300
Epb41l2
Epb41l3
Epha4
Epha6
Epn2
Esam
Fabp7
Fau
Fbln5
Fbxo33
Fbxw11
Fbxw7
Fgf1
Fgfr2
Flt1
Fn1
Fnip2
Fos
Foxj1
Foxo1
Foxo3
Frs2
Ftl1
Fus
Fxyd6
Fyn
Fzd3
Gab1
Gab2
Gabbr2
Gabrb1
Gabrb2
Gabrb3
Gad1
Gal
Galr1
Galr3
Gap43
Gba
Gbp2
Gcg
Gdnf
Ghr
Gja1
Gjb1
Glp1r
Gls
Glul
Gm2a
Gnai1
Gnai2
Gnal
Gnao1
Gnaq
