Gene
Gnas
Gnb1
Gng7
Gphn
Gpi1
Gpm6a
Gpm6b
Gpnmb
Gpr158
Gpr17
Gpr37
Gpr37l1
Grb10
Gria1
Gria2
Gria4
Grid1
Grik1
Grik2
Grin1
Grin2a
Grin2b
Grk3
Grm3
Grm5
Grm7
Grm8
Grn
Gsk3b
Gsn
Gstm1
Gucy1a2
H2-Aa
Hdac4
Hdac9
Hecw1
Herc1
Herc4
Higd1b
Hip1
Hmgb1
Hnrnpa2b1
Hsp90aa1
Hsp90ab1
Hspa1a
Hspa1b
Hspa4l
Hspa8
Hsph1
Htr1a
Htr2a
Htr2c
Htr3a
Htr6
Icmt
Id1
Id2
Idnk
Igf1r
Igfbp7
Il1b
Inpp5a
Insr
Invs
Irs2
Itch
Itga8
Itgav
Itgb8
Itm2a
Itm2b
Itm2c
Itpr1
Itpr2
Jak1
Jak2
Jam3
Jun
Kalrn
Kcna2
Kcnd2
Kcnj3
Kcnq5
Kdm4a
Kdr
Kidins220
Kif5c
Kirrel3
Ksr2
Lag3
Lama2
Lamp2
Lancl1
Ldha
Ldhb
Lepr
Lgr4
Lgr5
Lilrb4a/b
Lpar1
Lpar3
Lpar6
Lpl
Lrp2
Lrrc7
Lrrk2
Lrrtm3
Lsr
Ltbp1
Lynx1
Lyz1/2
Maged1
Magi1
Malat1
Maml2
Maml3
Man1a2
Man1c1
Man2a1
Maoa
Maob
Map1b
Map2k1
Map2k4
Map2k6
Map3k5
Map4k4
Mapk1
Mapk10
Mapk14
Mapk8
Mapt
Mark3
Masp1
Mbp
Mc2r
Mc5r
Mcu
Mdga2
Mecp2
Mef2a
Mef2c
Meg3
Megf11
Mertk
Mfge8
Mib1
Mid1
Mmp14
Mobp
Ms4a2
Msr1
Mt1
Mt3
Myl9
Myrf
Nap1l5
Nav3
Nbea
Ncor1
Ncor2
Ndrg1
Ndrg2
Ndrg4
Ndufa10
Ndufa13
Ndufs1
Nedd4l
Neo1
Nf1
Nfasc
Nfe2l2
Ngf
Nlgn4l
Nnat
Nos1
Npy2r
Nr3c1
Nrg1
Nrg2
Nrgn
Nsg1
Ntm
Ntrk1
Ntrk2
Ntrk3
Ntsr2
Nup160
Olfm1
Olig1
Olig2
Oprd1
P2rx4
P2ry12
P2ry14
Pak1
Pak3
Park7
Parn
Pbx1
Pcdh15
Pcp2
Pcp4
Pcsk1n
Pcsk6
Pde1a
Pde1c
Pde3b
Pde4d
Pde7b
Pdgfd
Pdgfra
Pdgfrb
Pdyn
Pecam1
Penk
Pfkl
Pfkp
Pgd
Pgm1
Phactr1
Phc2
Phc3
Phkb
Pias1
Pik3c3
Pik3ca
Pik3cb
Pink1
Pip5k1b
Pirb
Pkn2
Plcb1
Plcb4
Plcl1
Pllp
Plp1
Plpp3
Pltp
Pmch
Polr2f
Pomc
Pou2f1
Ppargc1a
Ppfia2
Ppp1r13b
Ppp1r1b
Ppp2r2a
Ppp2r2c
Ppp3ca
Prex1
Prickle1
Prkar2b
Prkcb
Prkce
Prkcq
Prkn
Prnp
Pros1
Prps2
Psap
Psma1
Psmd1
Psme4
Pten
Ptgds
Ptgs2
Ptn
Ptpn1
Ptpn11
Ptpn13
Ptpn4
Ptprg
Ptpro
Ptprs
Ptprz1
Pvalb
Rab1a
Rab6a
Rab7
Ramp1
Ranbp2
Rapgef1
Rapgef2
Rasa1
Rasgrf2
Rb1cc1
Rbfox3
Rbp4
Ret
Rgl1
Rgn
Rgs12
Rgs5
Rgs6
Rgs7
Rhobtb1
Rnf144a
Robo1
Robo2
Rock1
Rock2
Ror1
Rora
Rpe
Rps9
Rtn3
Rtn4
Ryr2
Ryr3
S100a16
S100b
Sall1
Samhd1
Sbf2
Scg5
Sec24b
Selenow
Sem1
Sema5a
Sema6d
Serinc3
Serinc5
Serpine2
Sgk1
Sh3gl2
Sh3gl3
Shc3
Shprh
Sil1
Sipa1l1
Sirt1
Skil
Slc11a2
Slc12a2
Slc13a3
Slc17a7
Slc18a2
Slc1a2
Slc1a3
Slc24a3
Slc25a4
Slc2a1
Slc38a9
Slc4a8
Slc6a1
Slc6a11
Slc7a5
Slc8a1
Slco3a1
Smad3
Smurf1
Snap25
Snca
Snhg11
Snn
Snrpn
Sod1
Sorbs1
Sorl1
Sort1
Sox9
Spag9
Sparc
Sparcl1
Spg11
Spock1
Spp1
Sptan1
Sptbn1
Sptbn4
Srgn
Sst
Sstr2
Sstr3
Sstr4
Stat2
Stat3
Stk3
Stmn3
Stxbp1
Sulf2
Sv2b
Syn2
Synpr
Syp
Syt1
Syt11
Tac1
Tacr1
Tagln
Taldo1
Tank
Tardbp
Tbl1x
Tbl1xr1
Tcf12
Tcf4
Tcf7l2
Tenm4
Terf2ip
Tgfb1
Tgfb2
Tgfbr1
Thrb
Thsd4
Thy1
Tiam1
Timp2
Tkt
Tle4
Tlr4
Tmem119
Tmsb10
Tmsb4x
Tnc
Tnf
Tnik
Tnks
Tnr
Tnrc6a
Tnrc6b
Traf3
Trem2
Trim2
Trim33
Trio
Trip12
Trpm7
Trpv1
Tspan3
Tspan5
Tspan7
Tspo
Ttc3
Ttr
Tubb5
Tusc3
Tyrobp
Ube2g1
Ube2k
Ube3a
Ube3c
Ubr5
Uggt2
Unc5d
Uqcr10
Usp15
Uvrag
Vav3
Vegfa
Vegfb
Vim
Vipr1
Vipr2
Vtn
Wac
Wasf1
Wdr59
Wscd1
Wwp1
Wwp2
Xcl1
Xpo1
Ybx1
Ywhag
Ywhaq
Ywhaz
Zeb1
Zfyve16
Zwint
