Gene
Agtr1b
Brwd1
Cacna1b
Cpb2
Gfap
Ifngr2
Mllt11
Ncam1
Nell2
Pcsk5
Rims1
Rtn1
Scd2
Scn2a
Slc25a12
Slc32a1
Smad2
Sos1
Sox5
