Gene
Abca2
Abi1
Abi2
Acaca
Acer3
Adam22
Adar
Adcy2
Adcy5
Adcy8
Adcy9
Adgrg1
Adgrl2
Adgrl3
Adra1d
Agt
Agtr2
Akt1
Akt3
Alcam
Aldh1l1
Aldoa
Aldoc
Ambra1
Apba1
Apela
Aplp2
Apod
Apoe
App
Aqp4
Arih1
Arpp21
Aspa
Astn2
Atg10
Atg13
Atg4c
Atg5
Atm
Atp1a2
Atp2b1
Atp2b2
Atp2b4
Atp6v0a1
Atp6v1a
Atp8a1
Atpif1
Atr
Atrn
Atxn1
Atxn2
Auts2
Avpr1a
Avpr2
Axl
Bace1
Bcan
Bcas1
Bche
Bcl2l1
Birc6
Bmpr2
Braf
Brwd1
Bsg
Btrc
C1qa
C1qb
C1qc
C1s1/2
C5ar1
Cab39
Cab39l
Cacna1a
Cacna1b
Cacna1c
Cacna1d
Cacna2d3
Cacnb2
Cacnb4
Cacng3
Calb2
Calca
Calm1
Calm2
Calm3
Camk1d
Camk2a
Camk2b
Camk4
Casp3
Cast
Cblb
Cbln2
Cck
Cckbr
Cd44
Cd46
Cd55
Cd6
Cd81
Cd84
Cd9
Cdc14b
Cdc27
Cdk6
Cdk8
Chat
Chl1
Chrm1
Chrm2
Chrm3
Chrm5
Chrna7
Ckb
Cldn5
Clec7a
Clip1
Clstn1
Cmip
Cnksr2
Cnr1
Cntn1
Cntn2
Cntn5
Col1a2
Comt
Cop1
Cox4i1
Cox6c
Cox7c
Cox8a
Cpe
Creb1
Creb5
Crebbp
Crhr1
Crhr2
Crip1
Cryab
Csf1r
Csnk1a1
Csnk2a1
Cspg5
Cst3
Ctnna2
Ctnnb1
Ctnnd2
Ctsb
Ctsd
Ctss
Ctxn1
Cul1
Cul5
Cx3cr1
Cxcl14
Cyba
Cyfip2
Daam1
Daam2
Dab1
Dapk1
Dcn
Ddt
Dgkb
Dgki
Dlg4
Dlgap2
Dnajc1
Dner
Dnm1
Dnm1l
Dock1
Dock3
Drd1
Dscam
Dscaml1
Dync1i2
Dynll1
Dynll2
Edn1
Edn3
Ednra
Ednrb
Efna5
Egr1
Eif4a2
Elmo1
Emcn
Ep300
Epb41l2
Epb41l3
Epha4
Epha6
Epn2
Esam
Fa2h
Fabp7
Fau
Fbln5
Fbxo33
Fbxw11
Fbxw7
Fgf1
Fgfr2
Flt1
Fn1
Fos
Foxj1
Foxo1
Frs2
Ftl1
Fus
Fxyd6
Fyn
Fzd3
Gab2
Gabbr2
Gabrb1
Gabrb2
Gabrb3
Gad1
Gad2
Gal
Galr3
Gap43
Gba
Gbp2
Gcg
Gdnf
Ghr
Gja1
Gjb1
Glp1r
Gls
Glul
Gm2a
Gnai1
Gnai2
Gnal
Gnaq
Gnas
Gnb1
Gphn
Gpi1
Gpm6a
Gpm6b
Gpnmb
Gpr158
Gpr17
Gpr37
Gpr37l1
Grb10
Gria1
Gria2
Gria3
Gria4
Grid1
Grid2
Grik1
Grik2
Grin1
Grm3
Grm5
Grm7
Grn
Gsk3b
Gsn
Gstm1
