Gene
Gucy1a2
H2-Aa
Hdac4
Hecw1
Herc4
Higd1b
Hip1
Hipk2
Hmgb1
Hnrnpa2b1
Homer1
Hsp90aa1
Hsp90ab1
Hspa1a
Hspa1b
Hspa4l
Htr1a
Htr2c
Htr3a
Htr6
Htt
Icmt
Id1
Id2
Idnk
Ifngr2
Igf1r
Igfbp7
Il1b
Insr
Invs
Itgav
Itgb8
Itm2a
Itm2b
Itm2c
Itpr1
Jak1
Jak2
Kalrn
Kcnd2
Kcnj3
Kdm4a
Kdr
Kidins220
Kif5c
Ksr2
Lag3
Ldha
Ldhb
Lepr
Lgr5
Lilrb4a/b
Lpar1
Lpar6
Lpl
Lrp2
Lrrc7
Lrrk2
Lrrtm3
Lsr
Ltbp1
Lynx1
Lyz1/2
Mag
Maged1
Magi1
Malat1
Man1a2
Man2a1
Maoa
Maob
Map1b
Map2k1
Map2k4
Map2k6
Mapk1
Mapk10
Mapk14
Mapk8
Mapt
Mark3
Masp1
Mbp
Mc2r
Mc5r
Mdga2
Mecp2
Mef2a
Mef2c
Meg3
Mfge8
Mib1
Mid1
Mllt11
Mmp14
Mog
Msr1
Mt1
Mt3
Myl9
Myrf
Nap1l5
Nav3
Nbea
Ncor1
Ncor2
Ndrg1
Ndrg2
Ndrg4
Ndufa10
Ndufa13
Ndufs1
Nedd4l
Nf1
Nfe2l2
Ngf
Nlgn4l
Nlk
Nnat
Npy
Nr3c1
Nrg1
Nrg2
Nrsn1
Nsg1
Ntm
Ntrk2
Ntrk3
Ntsr2
Nup160
Olfm1
Olig1
Olig2
P2rx4
P2ry12
P2ry14
Pak1
Pard3
Park7
Parn
Pbx1
Pcdh15
Pcp4
Pcsk1n
Pcsk6
Pde1a
Pde1c
Pde7b
Pde8a
Pdgfd
Pdgfra
Pdgfrb
Pecam1
Penk
Pgd
Pgm1
Phactr1
Phc2
Phkb
Pias1
Pik3c3
Pik3ca
Pik3cb
Pink1
Pip5k1b
Pirb
Pkn2
Plcb1
Plcb4
Plcl1
Pllp
Plpp3
Pltp
Pmch
Polr2f
Pomc
Pou2f1
Ppargc1a
Ppfia2
Ppp1r13b
Ppp1r1b
Ppp2r2c
Ppp3ca
Prex1
Prickle1
Prkag2
Prkar2b
Prkca
Prkcb
Prkce
Prkcq
Prkn
Prnp
Pros1
Prps2
Psap
Psma1
Psmd1
Psme4
Pten
Ptgds
Ptk2
Ptn
Ptpn1
Ptpn11
Ptpn4
Ptprg
Ptprs
Ptprz1
Pvalb
Rab1a
Rab6a
Rab7
Ramp1
Ranbp2
Rap1a
Rapgef1
Rapgef2
Rasa1
Rasal2
Rasgrf2
Rb1cc1
Rbfox3
Rbp4
Ret
Rgl1
Rgn
Rgs12
Rgs5
Rgs7
Rhobtb1
Rictor
Rims2
Rnf144a
Rock1
Rock2
Ror1
Rora
Rpe
Rps9
Rtn1
Rtn3
Rtn4
Ryr2
Ryr3
S100a16
S100b
Sall1
Sbf2
Scn2a
Scn8a
Sec24b
Selenow
Sema5a
Serinc3
Serinc5
Serpine2
Sgk1
Sh3gl2
Sh3gl3
Shc3
Shprh
Shtn1
Sil1
Sirt1
Skil
Slc11a2
Slc12a2
Slc13a3
Slc17a7
Slc18a2
Slc1a2
Slc1a3
Slc24a3
Slc25a4
Slc2a1
Slc32a1
Slc38a9
Slc39a10
Slc44a1
Slc4a4
Slc4a8
Slc6a1
Slc6a11
Slc7a5
Smad2
Smurf1
Snap25
Snca
Sncb
Snhg11
Snn
Sorbs1
Sorl1
Sort1
Sox9
Spag9
Sparc
Sparcl1
Spg11
Spp1
Sptbn1
Srgn
Sst
Sstr2
Sstr3
Sstr4
Stat3
Stk3
Stmn2
Stmn3
Stxbp1
Sulf2
Sv2b
Syn2
Synpr
Syp
Syt1
Syt11
Tagln
Taldo1
Taok3
Tardbp
Tbl1x
Tbl1xr1
Tcf12
Tenm4
Terf2ip
Tgfb2
Tgfbr1
Thy1
Tkt
Tle4
Tlr4
Tmem119
Tmsb10
Tnf
Tnik
Tnr
Tnrc6a
Tnrc6b
Trem2
Trim33
Trio
Trip12
Trpm7
Trpv1
Tspan3
Tspan5
Tspan7
Tspo
Tuba1a/b/c
Tubb5
Tusc3
Tyrobp
Ube2g1
Ube2k
Ube3a
Ube3c
Ubr5
Uggt2
Unc5c
Unc5d
Uqcr10
Usp15
Uvrag
Vav3
Vegfa
Vegfb
Vim
Vipr1
Vipr2
Vtn
Wac
Wasf1
Wdr59
Wwp1
Wwp2
Xcl1
Ywhaq
Ywhaz
Zbtb20
Zeb1
Zfyve16
Zwint
