Gene
Ace2
Ada
Ago2
Agtr1b
Ahcyl1
Anapc16
Ano6
Atf6
Atp1b1
Bex1/2
Bin1
C2
Cacna1e
Cacna2d1
Camk2d
Camk2g
Cartpt
Cd14
Cd3d
Cd3g
Chchd10
Chrna4
Cntn4
Col1a1
Col4a5
Cpb2
Cplx1
Crp
Csf1
Ctnna1
Dbi
Dcc
Dgkg
Dlk1
Dmd
Drd4
Dync1i1
Dync1li2
Egfr
Emp1
Entpd2
Fnip2
Fth1
Gab1
Galr1
Gas2
Gfap
Gng7
Grin2b
Grm8
Hdac9
Hexb
Hspa8
Hsph1
Htr2a
Il10
Inpp5a
Itch
Itpr2
Jam3
Jun
Kcnq3
Kcnq5
Kirrel3
Lama2
Lancl1
Lgr4
Lpar2
Lpar3
Lpin1
Maml2
Maml3
Man1c1
Map4k4
Mc3r
Mcu
Megf11
Mobp
Ms4a2
Myo6
Ncam1
Nell2
Neu4
Nfkb1
Nos1
Npy1r
Npy2r
Nrgn
Ntrk1
Oprk1
Oprm1
Pak2
Pak3
Pcp2
Pcsk5
Pde3b
Pdyn
Pfkp
Phc3
Phlpp1
Plp1
Ppp2r3a
Ptgs2
Rab31
Rgs6
Rims1
Rit2
Robo1
Robo2
Scd2
Scg2
Selplg
Sema6d
Sipa1l1
Slc25a12
Slc2a13
Slc39a11
Slc5a7
Slco3a1
Snrpn
Sos2
Sox5
Spock1
Stat2
Tacr1
Tcf7l2
Tgfb1
Timp2
Tjp1
Tmsb4x
Tnc
Trim2
Ttc3
Ugt8a
Wdr41
Wscd1
