Gene
Adora2a
Chrm5
Drd2
Kalrn
Lgr5
Mc4r
Mc5r
Msr1
Oprk1
Pde1a
Penk
Ppp1r1b
Ptprs
Slc17a7
Stxbp1
Tac1
Tspan7
Vipr2
