Gene
Htr2a
Htr2c
Htr3a
Htr6
Icmt
Id1
Id2
Idnk
Ifngr2
Igf1r
Igfbp7
Il1b
Il1rap
Inpp5a
Insr
Invs
Irs2
Itga8
Itgav
Itgb8
Itm2a
Itm2b
Itm2c
Itpr1
Jak1
Jak2
Kalrn
Kat2b
Kcna2
Kcnd2
Kcnj3
Kcnq5
Kdm4a
Kdr
Kidins220
Kif5c
Kirrel3
Ksr2
Lag3
Lamp2
Ldha
Ldhb
Lepr
Lgr5
Lilrb4a/b
Lpar1
Lpar6
Lpl
Lrp2
Lrrc4c
Lrrc7
Lrrk2
Lrrtm3
Lsr
Lynx1
Lyz1/2
Mag
Maged1
Magi1
Malat1
Maml2
Maml3
Man1a2
Man1c1
Man2a1
Maoa
Maob
Map1b
Map2k1
Map2k4
Map2k6
Map3k5
Map4k4
Mapk1
Mapk10
Mapk14
Mapk8
Mapt
Mark3
Masp1
Mbp
Mc2r
Mc4r
Mc5r
Mcu
Mdga2
Mdh1
Mecp2
Mef2a
Mef2c
Meg3
Megf11
Mfge8
Mib1
Mid1
Mmp14
Mog
Msr1
Mt1
Mt3
Myl9
Nap1l5
Nav3
Nbea
Nckap1
Ncor1
Ncor2
Ndrg1
Ndrg2
Ndrg4
Ndufa10
Ndufa13
Ndufs1
Neo1
Nf1
Nfasc
Nfe2l2
Ngf
Nlgn4l
Nnat
Nos1
Npy2r
Nr3c1
Nrcam
Nrg1
Nrg2
Nrgn
Nsg1
Ntm
Ntrk1
Ntrk2
Ntsr2
Nup160
Olfm1
Olig2
Oprd1
P2rx4
P2ry12
P2ry14
Pak1
Pak3
Park7
Parn
Pbx1
Pcdh15
Pcp2
Pcp4
Pcsk1n
Pcsk5
Pcsk6
Pde10a
Pde1a
Pde1c
Pde3b
Pde8a
Pdgfd
Pdgfra
Pdgfrb
Pdyn
Pecam1
Penk
Pfkl
Pfkp
Pgd
Pgm1
Phactr1
Phkb
Phlpp1
Pias1
Pik3c3
Pik3ca
Pik3cb
Pink1
Pip5k1b
Pirb
Pkn2
Plcb1
Plcb4
Plcl1
Pllp
Plpp3
Plppr1
Pltp
Pmch
Polr2f
Pomc
Pou2f1
Ppargc1a
Ppfia2
Ppp1r13b
Ppp1r1b
Ppp2r2c
Prex1
Prickle1
Prkacb
Prkar2b
Prkce
Prkn
Pros1
Prps2
Psap
Psma1
Psmd1
Psmd14
Psme4
Pten
Ptgds
Ptgs2
Ptn
Ptpn1
Ptpn11
Ptpn13
Ptpn4
Ptprg
Ptpro
Ptprs
Ptprz1
Pvalb
Rab1a
Rab31
Rab6a
Rab7
Raf1
Ramp1
Ranbp2
Rap1a
Rapgef1
Rapgef2
Rasa1
Rasgrf2
Rb1
Rb1cc1
Rbfox3
Rbp4
Ret
Rgl1
Rgn
Rgs12
Rgs5
Rgs6
Rgs7
Rhobtb1
Rictor
Rims1
Rnf144a
Robo1
Robo2
Rock1
Rock2
Ror1
Rora
Rpe
Rps9
Rspo2
Rtn1
Rtn3
Rtn4
Ryr2
Ryr3
S100a16
S100b
Sall1
Samhd1
Sbf2
Scg5
Scn8a
Sec24b
Selenow
Sema5a
Sema6d
Serinc3
Serinc5
Serpine2
Sgk1
Sh3gl2
Sh3gl3
Shc3
Shprh
Shtn1
Sil1
Sirt1
Skil
Slc11a2
Slc12a2
Slc13a3
Slc17a7
Slc18a2
Slc1a2
Slc1a3
Slc24a3
Slc25a4
Slc2a1
Slc32a1
Slc38a9
Slc39a10
Slc44a1
Slc4a4
Slc4a8
Slc6a1
Slc6a11
Slc7a5
Slco3a1
Smad2
Smad3
Smurf1
Snap25
Sncb
Snhg11
Snn
Sorbs1
Sorl1
Sort1
Sos1
Sox5
Sox9
Spag9
Sparc
Sparcl1
Spg11
Spock1
Sptan1
Sptbn1
Sptbn4
Sst
Sstr2
Sstr3
Sstr4
Stat2
Stat3
Stk3
Stmn2
Stmn3
Stxbp1
Sulf2
Sv2b
Syn2
Synpr
Syp
Syt1
Syt11
Tacr1
Tagln
Taldo1
Tank
Taok3
Tardbp
Tbl1x
Tbl1xr1
Tcf12
Tcf4
Tenm2
Tenm4
Terf2ip
Tgfb2
Tgfbr1
Thrb
Thsd4
Thy1
Timp2
Tkt
Tle4
Tlr4
Tmem119
Tmsb10
Tmsb4x
Tnf
Tnik
Tnks
Tnr
Tnrc6a
Tnrc6b
Traf3
Trem2
Trim33
Trio
Trip12
Trpm7
Trpv1
Tspan3
Tspan5
Tspan7
Tspo
Ttc3
Ttr
Tubb5
Tusc3
Tyrobp
Ube2g1
Ube2k
Ube3a
Ube3c
Ubr5
Uggt2
Ugt8a
Unc5c
Unc5d
Uqcr10
Usp15
Uvrag
Vav3
Vcan
Vegfa
Vegfb
Vim
Vipr1
Vipr2
Vtn
Wac
Wasf1
Wdr59
Wscd1
Wwp1
Wwp2
Xcl1
Xpo1
Ywhag
Ywhaq
Ywhaz
Zeb1
Zfyve16
Zwint
