Gene
Apba1
Apoe
Bsg
Calm1
Calm2
Cldn5
Dynll2
Ftl1
Gja1
Igf1r
Itm2a
Pcp4
Pink1
Pltp
Selenow
Sh3gl2
Snap25
Ywhaz
