Gene
Bcan
Camk4
Gng7
Gpm6b
Gsn
Itm2b
Mapk10
Mef2c
Mt1
Ndufa13
Nnat
Nrgn
Plcb1
Pllp
Plp1
Ppp3ca
Serinc5
Serpine2
Wasf1
