Gene
Adora2a
Agt
Apod
Atp1b1
Atp2b2
Atp2b4
B2m
Camk2a
Camk2b
Camk2n1
Cck
Chrm1
Cldn5
Clstn1
Cmip
Cnksr2
Col4a5
Cox6c
Cpa3
Cplx1
Csnk2a1
Ctxn1
Dlg1
Dlgap2
Fbln5
Gad1
Gnai1
Gnao1
Grin1
Grm3
Hipk2
Homer1
Kalrn
Lgr5
Masp1
Mobp
Ndufs1
Nrcam
Nrsn1
Ntrk3
Nup160
Olig1
Pcdh15
Penk
Pfkm
Phlpp1
Ppp1r1b
Ptpro
Rgs12
Rims1
Scd2
Scn2a
Serpine2
Sipa1l1
Slc12a2
Slc17a7
Slc4a4
Slc6a11
Slc8a1
Snca
Sncb
Stmn3
Syp
Syt1
Tcf12
Wwp1
Xpo1
Ybx1
