Gene
6330403K07Rik
Aqp4
Atr
Bcas1
C1qa
Car8
Chchd10
Ckb
Clip1
Comt
Cxcl14
Dab1
Dbi
Dgkb
Dnm2
Ednrb
Egr1
Epn2
Fabp7
Fos
Gfap
Gm2a
Gnai2
Gpr17
Gria1
Grk3
Id2
Insr
Kcnd2
Kcnq3
Ldhb
Lrrtm3
Maoa
Map1b
Mapt
Mbp
Mdh1
Mef2a
Mertk
Mt1
Nrgn
Pak1
Park7
Pbx1
Pecam1
Pgm1
Pllp
Plp1
Plpp3
Polr2f
Pomc
Pou2f1
Ppp3ca
Prkce
Rit2
S100b
Scg5
Serinc5
Slc2a1
Sox9
Sparcl1
Tank
Tenm4
Tgfb2
Tnrc6b
Trim2
