index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,-182.9799,53018.2
0,rectangle,1,-182.9799,127093.08
0,rectangle,2,105929.875,127093.08
0,rectangle,3,105929.875,53018.2
