Gene
Adcy1
Adra1d
App
Atp2b4
Camk2a
Cspg5
Dlg4
Glul
Ntm
Olfm1
Pcp4
Pcsk1n
Pde1a
Penk
Ptprs
Shc3
Slc17a7
Slc1a2
Stxbp1
Syt1
Tspan7
