"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
NA,1,0,0.062,NA,NA,NA,NA,NA,1000,0,"null","31","deseq2_pb"
1,1,0.006,0.101,NA,NA,NA,NA,NA,1000,0,"null","32","dream_blind"
1,1,0.001,0.093,NA,NA,NA,NA,NA,1000,0,"null","32","dream_napari"
1,1,0.001,0.093,NA,NA,NA,NA,NA,1000,0,"null","32","dream_quint"
1,1,0.596,0.786,NA,NA,NA,NA,NA,1000,0,"null","32","seurat_blind"
1,1,0.602,0.754,NA,NA,NA,NA,NA,1000,0,"null","32","seurat_napari"
1,1,0.602,0.754,NA,NA,NA,NA,NA,1000,0,"null","32","seurat_quint"
1,1,0.613,0.788,NA,NA,NA,NA,NA,1000,0,"null","32","wilcoxon"
1,1,0.003,0.078,NA,NA,NA,NA,NA,1000,0,"null","32","deseq2_pb"
1,1,0.004,0.095,NA,NA,NA,NA,NA,1000,0,"null","33","dream_blind"
1,1,0.003,0.104,NA,NA,NA,NA,NA,1000,0,"null","33","dream_napari"
1,1,0.003,0.104,NA,NA,NA,NA,NA,1000,0,"null","33","dream_quint"
1,1,0.604,0.788,NA,NA,NA,NA,NA,1000,0,"null","33","seurat_blind"
1,1,0.59,0.78,NA,NA,NA,NA,NA,1000,0,"null","33","seurat_napari"
1,1,0.59,0.78,NA,NA,NA,NA,NA,1000,0,"null","33","seurat_quint"
1,1,0.63,0.793,NA,NA,NA,NA,NA,1000,0,"null","33","wilcoxon"
1,1,0.001001001001001,0.0720720720720721,NA,NA,NA,NA,NA,999,0,"null","33","deseq2_pb"
1,1,0.006,0.091,NA,NA,NA,NA,NA,1000,0,"null","34","dream_blind"
1,1,0.008,0.078,NA,NA,NA,NA,NA,1000,0,"null","34","dream_napari"
1,1,0.008,0.078,NA,NA,NA,NA,NA,1000,0,"null","34","dream_quint"
1,1,0.65,0.823,NA,NA,NA,NA,NA,1000,0,"null","34","seurat_blind"
1,1,0.626,0.798,NA,NA,NA,NA,NA,1000,0,"null","34","seurat_napari"
1,1,0.626,0.798,NA,NA,NA,NA,NA,1000,0,"null","34","seurat_quint"
1,1,0.662,0.82,NA,NA,NA,NA,NA,1000,0,"null","34","wilcoxon"
1,1,0.003003003003003,0.0980980980980981,NA,NA,NA,NA,NA,999,0,"null","34","deseq2_pb"
1,1,0.005,0.088,NA,NA,NA,NA,NA,1000,0,"null","35","dream_blind"
1,1,0.001,0.082,NA,NA,NA,NA,NA,1000,0,"null","35","dream_napari"
1,1,0.001,0.082,NA,NA,NA,NA,NA,1000,0,"null","35","dream_quint"
1,1,0.631,0.8,NA,NA,NA,NA,NA,1000,0,"null","35","seurat_blind"
1,1,0.586,0.771,NA,NA,NA,NA,NA,1000,0,"null","35","seurat_napari"
1,1,0.586,0.771,NA,NA,NA,NA,NA,1000,0,"null","35","seurat_quint"
1,1,0.645,0.799,NA,NA,NA,NA,NA,1000,0,"null","35","wilcoxon"
1,1,0.005005005005005,0.0790790790790791,NA,NA,NA,NA,NA,999,0,"null","35","deseq2_pb"
1,1,0.002002002002002,0.0890890890890891,NA,NA,NA,NA,NA,999,0,"null","36","dream_blind"
1,1,0.003003003003003,0.0720720720720721,NA,NA,NA,NA,NA,999,0,"null","36","dream_napari"
1,1,0.003003003003003,0.0720720720720721,NA,NA,NA,NA,NA,999,0,"null","36","dream_quint"
1,1,0.628,0.803,NA,NA,NA,NA,NA,1000,0,"null","36","seurat_blind"
1,1,0.583,0.774,NA,NA,NA,NA,NA,1000,0,"null","36","seurat_napari"
1,1,0.583,0.774,NA,NA,NA,NA,NA,1000,0,"null","36","seurat_quint"
1,1,0.631,0.815,NA,NA,NA,NA,NA,1000,0,"null","36","wilcoxon"
1,1,0.00700700700700701,0.0760760760760761,NA,NA,NA,NA,NA,999,0,"null","36","deseq2_pb"
1,1,0.002,0.078,NA,NA,NA,NA,NA,1000,0,"null","37","dream_blind"
1,1,0.005,0.069,NA,NA,NA,NA,NA,1000,0,"null","37","dream_napari"
1,1,0.005,0.069,NA,NA,NA,NA,NA,1000,0,"null","37","dream_quint"
1,1,0.596,0.787,NA,NA,NA,NA,NA,1000,0,"null","37","seurat_blind"
1,1,0.571,0.76,NA,NA,NA,NA,NA,1000,0,"null","37","seurat_napari"
1,1,0.571,0.76,NA,NA,NA,NA,NA,1000,0,"null","37","seurat_quint"
1,1,0.611,0.804,NA,NA,NA,NA,NA,1000,0,"null","37","wilcoxon"
1,1,0.001,0.075,NA,NA,NA,NA,NA,1000,0,"null","37","deseq2_pb"
1,1,0.006,0.111,NA,NA,NA,NA,NA,1000,0,"null","38","dream_blind"
1,1,0.005,0.097,NA,NA,NA,NA,NA,1000,0,"null","38","dream_napari"
1,1,0.005,0.097,NA,NA,NA,NA,NA,1000,0,"null","38","dream_quint"
1,1,0.577,0.768,NA,NA,NA,NA,NA,1000,0,"null","38","seurat_blind"
1,1,0.589,0.754,NA,NA,NA,NA,NA,1000,0,"null","38","seurat_napari"
1,1,0.589,0.754,NA,NA,NA,NA,NA,1000,0,"null","38","seurat_quint"
1,1,0.6,0.773,NA,NA,NA,NA,NA,1000,0,"null","38","wilcoxon"
1,1,0.00501504513540622,0.0812437311935807,NA,NA,NA,NA,NA,997,0,"null","38","deseq2_pb"
NA,1,0,0.063,NA,NA,NA,NA,NA,1000,0,"null","39","dream_blind"
1,1,0.001001001001001,0.0540540540540541,NA,NA,NA,NA,NA,999,0,"null","39","dream_napari"
1,1,0.001001001001001,0.0540540540540541,NA,NA,NA,NA,NA,999,0,"null","39","dream_quint"
1,1,0.577,0.773,NA,NA,NA,NA,NA,1000,0,"null","39","seurat_blind"
1,1,0.553,0.755,NA,NA,NA,NA,NA,1000,0,"null","39","seurat_napari"
1,1,0.553,0.755,NA,NA,NA,NA,NA,1000,0,"null","39","seurat_quint"
1,1,0.582,0.775,NA,NA,NA,NA,NA,1000,0,"null","39","wilcoxon"
1,1,0.00100200400801603,0.0551102204408818,NA,NA,NA,NA,NA,998,0,"null","39","deseq2_pb"
1,1,0.001,0.061,NA,NA,NA,NA,NA,1000,0,"null","4","dream_blind"
