"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
1,1,0.673,0.818,NA,NA,NA,NA,NA,1000,0,"null","16","seurat_quint"
1,1,0.689,0.831,NA,NA,NA,NA,NA,1000,0,"null","16","wilcoxon"
1,1,0.00100300902708124,0.0852557673019057,NA,NA,NA,NA,NA,997,0,"null","16","deseq2_pb"
1,1,0.005,0.085,NA,NA,NA,NA,NA,1000,0,"null","17","dream_blind"
1,1,0.005,0.075,NA,NA,NA,NA,NA,1000,0,"null","17","dream_napari"
1,1,0.005,0.075,NA,NA,NA,NA,NA,1000,0,"null","17","dream_quint"
1,1,0.672,0.828,NA,NA,NA,NA,NA,1000,0,"null","17","seurat_blind"
1,1,0.658,0.822,NA,NA,NA,NA,NA,1000,0,"null","17","seurat_napari"
1,1,0.658,0.822,NA,NA,NA,NA,NA,1000,0,"null","17","seurat_quint"
1,1,0.675,0.829,NA,NA,NA,NA,NA,1000,0,"null","17","wilcoxon"
NA,1,0,0.077,NA,NA,NA,NA,NA,1000,0,"null","17","deseq2_pb"
NA,1,0,0.0970970970970971,NA,NA,NA,NA,NA,999,0,"null","18","dream_napari"
NA,1,0,0.0970970970970971,NA,NA,NA,NA,NA,999,0,"null","18","dream_quint"
1,1,0.662,0.811,NA,NA,NA,NA,NA,1000,0,"null","18","seurat_blind"
1,1,0.662,0.806,NA,NA,NA,NA,NA,1000,0,"null","18","seurat_napari"
1,1,0.662,0.806,NA,NA,NA,NA,NA,1000,0,"null","18","seurat_quint"
1,1,0.663,0.818,NA,NA,NA,NA,NA,1000,0,"null","18","wilcoxon"
1,1,0.00100300902708124,0.0772316950852558,NA,NA,NA,NA,NA,997,0,"null","18","deseq2_pb"
NA,1,0,0.085,NA,NA,NA,NA,NA,1000,0,"null","19","dream_blind"
NA,1,0,0.081,NA,NA,NA,NA,NA,1000,0,"null","19","dream_napari"
NA,1,0,0.081,NA,NA,NA,NA,NA,1000,0,"null","19","dream_quint"
