"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","region","model"
1,1,0.003,0.079,NA,NA,NA,NA,NA,1000,0,"null","31","Olfactory","stratified_Olfactory"
1,1,0.004,0.068,NA,NA,NA,NA,NA,1000,0,"null","31","Striatum","stratified_Striatum"
NA,1,0,0.077,NA,NA,NA,NA,NA,1000,0,"null","32","Cerebellum","stratified_Cerebellum"
1,1,0.002,0.091,NA,NA,NA,NA,NA,1000,0,"null","32","Cortex","stratified_Cortex"
1,1,0.006,0.087,NA,NA,NA,NA,NA,1000,0,"null","32","Hippocampus","stratified_Hippocampus"
NA,1,0,0.076,NA,NA,NA,NA,NA,1000,0,"null","32","Olfactory","stratified_Olfactory"
1,1,0.003,0.079,NA,NA,NA,NA,NA,1000,0,"null","32","Striatum","stratified_Striatum"
1,1,0.002002002002002,0.0820820820820821,NA,NA,NA,NA,NA,999,0,"null","33","Cerebellum","stratified_Cerebellum"
1,1,0.004,0.087,NA,NA,NA,NA,NA,1000,0,"null","33","Cortex","stratified_Cortex"
1,1,0.001,0.083,NA,NA,NA,NA,NA,1000,0,"null","33","Hippocampus","stratified_Hippocampus"
1,1,0.001,0.078,NA,NA,NA,NA,NA,1000,0,"null","33","Olfactory","stratified_Olfactory"
NA,1,0,0.09,NA,NA,NA,NA,NA,1000,0,"null","33","Striatum","stratified_Striatum"
1,1,0.00800800800800801,0.0810810810810811,NA,NA,NA,NA,NA,999,0,"null","34","Cerebellum","stratified_Cerebellum"
1,1,0.00600600600600601,0.0850850850850851,NA,NA,NA,NA,NA,999,0,"null","34","Cortex","stratified_Cortex"
1,1,0.003003003003003,0.0780780780780781,NA,NA,NA,NA,NA,999,0,"null","34","Hippocampus","stratified_Hippocampus"
1,1,0.005005005005005,0.0670670670670671,NA,NA,NA,NA,NA,999,0,"null","34","Olfactory","stratified_Olfactory"
1,1,0.00600600600600601,0.0770770770770771,NA,NA,NA,NA,NA,999,0,"null","34","Striatum","stratified_Striatum"
1,1,0.005,0.091,NA,NA,NA,NA,NA,1000,0,"null","35","Cerebellum","stratified_Cerebellum"
1,1,0.003,0.073,NA,NA,NA,NA,NA,1000,0,"null","35","Cortex","stratified_Cortex"
NA,1,0,0.0820820820820821,NA,NA,NA,NA,NA,999,0,"null","35","Hippocampus","stratified_Hippocampus"
1,1,0.001,0.076,NA,NA,NA,NA,NA,1000,0,"null","35","Olfactory","stratified_Olfactory"
1,1,0.004004004004004,0.0780780780780781,NA,NA,NA,NA,NA,999,0,"null","35","Striatum","stratified_Striatum"
1,1,0.003003003003003,0.0680680680680681,NA,NA,NA,NA,NA,999,0,"null","36","Cerebellum","stratified_Cerebellum"
1,1,0.004004004004004,0.0760760760760761,NA,NA,NA,NA,NA,999,0,"null","36","Cortex","stratified_Cortex"
1,1,0.002002002002002,0.0660660660660661,NA,NA,NA,NA,NA,999,0,"null","36","Hippocampus","stratified_Hippocampus"
1,1,0.004004004004004,0.0610610610610611,NA,NA,NA,NA,NA,999,0,"null","36","Olfactory","stratified_Olfactory"
1,1,0.00400801603206413,0.0691382765531062,NA,NA,NA,NA,NA,998,0,"null","36","Striatum","stratified_Striatum"
NA,1,0,0.07,NA,NA,NA,NA,NA,1000,0,"null","37","Cerebellum","stratified_Cerebellum"
1,1,0.002,0.064,NA,NA,NA,NA,NA,1000,0,"null","37","Cortex","stratified_Cortex"
1,1,0.004,0.067,NA,NA,NA,NA,NA,1000,0,"null","37","Hippocampus","stratified_Hippocampus"
1,1,0.003,0.069,NA,NA,NA,NA,NA,1000,0,"null","37","Olfactory","stratified_Olfactory"
1,1,0.006,0.063,NA,NA,NA,NA,NA,1000,0,"null","37","Striatum","stratified_Striatum"
1,1,0.00501504513540622,0.0882647943831495,NA,NA,NA,NA,NA,997,0,"null","38","Cerebellum","stratified_Cerebellum"
1,1,0.00601202404809619,0.0711422845691383,NA,NA,NA,NA,NA,998,0,"null","38","Cortex","stratified_Cortex"
1,1,0.00401203610832497,0.0812437311935807,NA,NA,NA,NA,NA,997,0,"null","38","Hippocampus","stratified_Hippocampus"
1,1,0.00702106318956871,0.0752256770310933,NA,NA,NA,NA,NA,997,0,"null","38","Olfactory","stratified_Olfactory"
1,1,0.005005005005005,0.0790790790790791,NA,NA,NA,NA,NA,999,0,"null","38","Striatum","stratified_Striatum"
1,1,0.00100200400801603,0.0551102204408818,NA,NA,NA,NA,NA,998,0,"null","39","Cerebellum","stratified_Cerebellum"
1,1,0.001,0.055,NA,NA,NA,NA,NA,1000,0,"null","39","Cortex","stratified_Cortex"
1,1,0.00100200400801603,0.0480961923847695,NA,NA,NA,NA,NA,998,0,"null","39","Hippocampus","stratified_Hippocampus"
NA,1,0,0.0500500500500501,NA,NA,NA,NA,NA,999,0,"null","39","Olfactory","stratified_Olfactory"
1,1,0.001001001001001,0.0560560560560561,NA,NA,NA,NA,NA,999,0,"null","39","Striatum","stratified_Striatum"
1,1,0.001001001001001,0.0520520520520521,NA,NA,NA,NA,NA,999,0,"null","4","Cerebellum","stratified_Cerebellum"
1,1,0.001001001001001,0.0750750750750751,NA,NA,NA,NA,NA,999,0,"null","4","Cortex","stratified_Cortex"
1,1,0.002,0.058,NA,NA,NA,NA,NA,1000,0,"null","4","Hippocampus","stratified_Hippocampus"
1,1,0.002,0.052,NA,NA,NA,NA,NA,1000,0,"null","4","Olfactory","stratified_Olfactory"
1,1,0.001,0.057,NA,NA,NA,NA,NA,1000,0,"null","4","Striatum","stratified_Striatum"
1,1,0.00501002004008016,0.0761523046092184,NA,NA,NA,NA,NA,998,0,"null","40","Cerebellum","stratified_Cerebellum"
1,1,0.008,0.071,NA,NA,NA,NA,NA,1000,0,"null","40","Cortex","stratified_Cortex"
1,1,0.003003003003003,0.0630630630630631,NA,NA,NA,NA,NA,999,0,"null","40","Hippocampus","stratified_Hippocampus"
NA,1,0,0.0721442885771543,NA,NA,NA,NA,NA,998,0,"null","40","Olfactory","stratified_Olfactory"
1,1,0.00600600600600601,0.0710710710710711,NA,NA,NA,NA,NA,999,0,"null","40","Striatum","stratified_Striatum"
1,1,0.00200400801603206,0.0821643286573146,NA,NA,NA,NA,NA,998,0,"null","41","Cerebellum","stratified_Cerebellum"
1,1,0.003003003003003,0.0710710710710711,NA,NA,NA,NA,NA,999,0,"null","41","Cortex","stratified_Cortex"
NA,1,0,0.078,NA,NA,NA,NA,NA,1000,0,"null","41","Hippocampus","stratified_Hippocampus"
1,1,0.004,0.078,NA,NA,NA,NA,NA,1000,0,"null","41","Olfactory","stratified_Olfactory"
1,1,0.003003003003003,0.0730730730730731,NA,NA,NA,NA,NA,999,0,"null","41","Striatum","stratified_Striatum"
1,1,0.002,0.071,NA,NA,NA,NA,NA,1000,0,"null","42","Cerebellum","stratified_Cerebellum"
1,1,0.006,0.089,NA,NA,NA,NA,NA,1000,0,"null","42","Cortex","stratified_Cortex"
1,1,0.004,0.076,NA,NA,NA,NA,NA,1000,0,"null","42","Hippocampus","stratified_Hippocampus"
1,1,0.01,0.08,NA,NA,NA,NA,NA,1000,0,"null","42","Olfactory","stratified_Olfactory"
1,1,0.005005005005005,0.0690690690690691,NA,NA,NA,NA,NA,999,0,"null","42","Striatum","stratified_Striatum"
1,1,0.002,0.057,NA,NA,NA,NA,NA,1000,0,"null","43","Cerebellum","stratified_Cerebellum"
1,1,0.003,0.064,NA,NA,NA,NA,NA,1000,0,"null","43","Cortex","stratified_Cortex"
1,1,0.003003003003003,0.0580580580580581,NA,NA,NA,NA,NA,999,0,"null","43","Hippocampus","stratified_Hippocampus"
1,1,0.002,0.058,NA,NA,NA,NA,NA,1000,0,"null","43","Olfactory","stratified_Olfactory"
1,1,0.002,0.06,NA,NA,NA,NA,NA,1000,0,"null","43","Striatum","stratified_Striatum"
1,1,0.00200601805416249,0.0922768304914744,NA,NA,NA,NA,NA,997,0,"null","44","Cerebellum","stratified_Cerebellum"
1,1,0.00601202404809619,0.0771543086172345,NA,NA,NA,NA,NA,998,0,"null","44","Cortex","stratified_Cortex"
1,1,0.00802407221664995,0.078234704112337,NA,NA,NA,NA,NA,997,0,"null","44","Hippocampus","stratified_Hippocampus"
1,1,0.00301204819277108,0.0813253012048193,NA,NA,NA,NA,NA,996,0,"null","44","Olfactory","stratified_Olfactory"
1,1,0.00100300902708124,0.0812437311935807,NA,NA,NA,NA,NA,997,0,"null","44","Striatum","stratified_Striatum"
1,1,0.007,0.078,NA,NA,NA,NA,NA,1000,0,"null","45","Cerebellum","stratified_Cerebellum"
1,1,0.001001001001001,0.0760760760760761,NA,NA,NA,NA,NA,999,0,"null","45","Cortex","stratified_Cortex"
1,1,0.00700700700700701,0.0870870870870871,NA,NA,NA,NA,NA,999,0,"null","45","Hippocampus","stratified_Hippocampus"
1,1,0.001001001001001,0.0830830830830831,NA,NA,NA,NA,NA,999,0,"null","45","Olfactory","stratified_Olfactory"
1,1,0.003,0.073,NA,NA,NA,NA,NA,1000,0,"null","45","Striatum","stratified_Striatum"
1,1,0.006,0.096,NA,NA,NA,NA,NA,1000,0,"null","46","Cerebellum","stratified_Cerebellum"
1,1,0.003,0.086,NA,NA,NA,NA,NA,1000,0,"null","46","Cortex","stratified_Cortex"
1,1,0.005,0.075,NA,NA,NA,NA,NA,1000,0,"null","46","Hippocampus","stratified_Hippocampus"
1,1,0.001,0.074,NA,NA,NA,NA,NA,1000,0,"null","46","Olfactory","stratified_Olfactory"
1,1,0.002,0.083,NA,NA,NA,NA,NA,1000,0,"null","46","Striatum","stratified_Striatum"
1,1,0.002002002002002,0.0700700700700701,NA,NA,NA,NA,NA,999,0,"null","47","Cerebellum","stratified_Cerebellum"
1,1,0.00100200400801603,0.0661322645290581,NA,NA,NA,NA,NA,998,0,"null","47","Cortex","stratified_Cortex"
1,1,0.00400801603206413,0.0791583166332665,NA,NA,NA,NA,NA,998,0,"null","47","Hippocampus","stratified_Hippocampus"
1,1,0.00400801603206413,0.0661322645290581,NA,NA,NA,NA,NA,998,0,"null","47","Olfactory","stratified_Olfactory"
1,1,0.00100200400801603,0.0751503006012024,NA,NA,NA,NA,NA,998,0,"null","47","Striatum","stratified_Striatum"
1,1,0.004,0.073,NA,NA,NA,NA,NA,1000,0,"null","48","Cerebellum","stratified_Cerebellum"
1,1,0.002,0.087,NA,NA,NA,NA,NA,1000,0,"null","48","Cortex","stratified_Cortex"
NA,1,0,0.078,NA,NA,NA,NA,NA,1000,0,"null","48","Hippocampus","stratified_Hippocampus"
1,1,0.005,0.075,NA,NA,NA,NA,NA,1000,0,"null","48","Olfactory","stratified_Olfactory"
1,1,0.002,0.074,NA,NA,NA,NA,NA,1000,0,"null","48","Striatum","stratified_Striatum"
1,1,0.01,0.08,NA,NA,NA,NA,NA,1000,0,"null","49","Cerebellum","stratified_Cerebellum"
1,1,0.006,0.08,NA,NA,NA,NA,NA,1000,0,"null","49","Cortex","stratified_Cortex"
1,1,0.004004004004004,0.0870870870870871,NA,NA,NA,NA,NA,999,0,"null","49","Hippocampus","stratified_Hippocampus"
1,1,0.005005005005005,0.0830830830830831,NA,NA,NA,NA,NA,999,0,"null","49","Olfactory","stratified_Olfactory"
1,1,0.004004004004004,0.0830830830830831,NA,NA,NA,NA,NA,999,0,"null","49","Striatum","stratified_Striatum"
1,1,0.002002002002002,0.0700700700700701,NA,NA,NA,NA,NA,999,0,"null","5","Cerebellum","stratified_Cerebellum"
1,1,0.005,0.071,NA,NA,NA,NA,NA,1000,0,"null","5","Cortex","stratified_Cortex"
1,1,0.003,0.061,NA,NA,NA,NA,NA,1000,0,"null","5","Hippocampus","stratified_Hippocampus"
1,1,0.012,0.068,NA,NA,NA,NA,NA,1000,0,"null","5","Olfactory","stratified_Olfactory"
NA,1,0,0.064,NA,NA,NA,NA,NA,1000,0,"null","5","Striatum","stratified_Striatum"
1,1,0.00501002004008016,0.0801603206412826,NA,NA,NA,NA,NA,998,0,"null","50","Cerebellum","stratified_Cerebellum"
1,1,0.00100200400801603,0.0761523046092184,NA,NA,NA,NA,NA,998,0,"null","50","Cortex","stratified_Cortex"
1,1,0.00100300902708124,0.086258776328987,NA,NA,NA,NA,NA,997,0,"null","50","Hippocampus","stratified_Hippocampus"
1,1,0.00401203610832497,0.0882647943831495,NA,NA,NA,NA,NA,997,0,"null","50","Olfactory","stratified_Olfactory"
1,1,0.00501504513540622,0.0852557673019057,NA,NA,NA,NA,NA,997,0,"null","50","Striatum","stratified_Striatum"
1,1,0.00401203610832497,0.0752256770310933,NA,NA,NA,NA,NA,997,0,"null","6","Cerebellum","stratified_Cerebellum"
1,1,0.00600600600600601,0.0680680680680681,NA,NA,NA,NA,NA,999,0,"null","6","Cortex","stratified_Cortex"
NA,1,0,0.074222668004012,NA,NA,NA,NA,NA,997,0,"null","6","Hippocampus","stratified_Hippocampus"
1,1,0.00100300902708124,0.0792377131394183,NA,NA,NA,NA,NA,997,0,"null","6","Olfactory","stratified_Olfactory"
1,1,0.00300902708124373,0.0772316950852558,NA,NA,NA,NA,NA,997,0,"null","6","Striatum","stratified_Striatum"
1,1,0.003003003003003,0.0710710710710711,NA,NA,NA,NA,NA,999,0,"null","7","Cerebellum","stratified_Cerebellum"
NA,1,0,0.0580580580580581,NA,NA,NA,NA,NA,999,0,"null","7","Cortex","stratified_Cortex"
NA,1,0,0.064128256513026,NA,NA,NA,NA,NA,998,0,"null","7","Hippocampus","stratified_Hippocampus"
