"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","region","model"
1,1,0.002,0.08,NA,NA,NA,NA,NA,1000,0,"null","9","Hippocampus","stratified_Hippocampus"
1,1,0.003,0.072,NA,NA,NA,NA,NA,1000,0,"null","9","Olfactory","stratified_Olfactory"
1,1,0.007,0.07,NA,NA,NA,NA,NA,1000,0,"null","9","Striatum","stratified_Striatum"
0.233644859813084,0.515463917525773,0.0277777777777778,0.111111111111111,0.82,0.94,-0.221542876396912,0.422202975857431,0.6,1000,100,"shared","1","Cerebellum","stratified_Cerebellum"
0.328125,0.555023923444976,0.0467185761957731,0.129032258064516,0.86,0.93,-0.197494738147629,0.384523318437677,0.59,999,100,"shared","1","Cortex","stratified_Cortex"
0.209090909090909,0.507853403141361,0.0255839822024472,0.10789766407119,0.87,0.94,-0.144699964586161,0.452148300939502,0.58,999,100,"shared","1","Hippocampus","stratified_Hippocampus"
0.216216216216216,0.513089005235602,0.0266963292547275,0.109010011123471,0.87,0.93,-0.190988838819642,0.418663404187113,0.55,999,100,"shared","1","Olfactory","stratified_Olfactory"
0.19047619047619,0.488888888888889,0.0222469410456062,0.0978865406006674,0.85,0.92,-0.246053833788683,0.450314809761738,0.59,999,100,"shared","1","Striatum","stratified_Striatum"
0.233644859813084,0.497267759562842,0.0278086763070078,0.101223581757508,0.82,0.92,-0.207643652708989,0.430536692543833,0.51,999,100,"shared","10","Cerebellum","stratified_Cerebellum"
0.218181818181818,0.494623655913978,0.0266963292547275,0.102335928809789,0.86,0.94,-0.202709334269636,0.417052395215807,0.44,999,100,"shared","10","Cortex","stratified_Cortex"
0.189189189189189,0.475675675675676,0.0233592880978865,0.0978865406006674,0.9,0.97,-0.121531238983129,0.406336238653291,0.53,999,100,"shared","10","Hippocampus","stratified_Hippocampus"
0.267241379310345,0.533333333333333,0.0344827586206897,0.115684093437152,0.85,0.91,-0.140245847882846,0.416023912802033,0.52,999,100,"shared","10","Olfactory","stratified_Olfactory"
0.233644859813084,0.518518518518518,0.0277777777777778,0.108888888888889,0.82,0.91,-0.253796005558971,0.460117908789775,0.47,1000,100,"shared","10","Striatum","stratified_Striatum"
0.164948453608247,0.497237569060773,0.0178173719376392,0.10022271714922,0.81,0.91,-0.200520410713423,0.414012558909558,0.54,998,100,"shared","11","Cerebellum","stratified_Cerebellum"
0.314516129032258,0.524752475247525,0.0433333333333333,0.117777777777778,0.85,0.96,-0.180899957794648,0.373322705024739,0.59,1000,100,"shared","11","Cortex","stratified_Cortex"
0.141414141414141,0.517766497461929,0.0156075808249721,0.11371237458194,0.85,0.95,-0.173526314000266,0.399653250619312,0.53,997,100,"shared","11","Hippocampus","stratified_Hippocampus"
0.186915887850467,0.467455621301775,0.022271714922049,0.0879732739420935,0.87,0.9,-0.225948339752857,0.427133728638904,0.53,998,100,"shared","11","Olfactory","stratified_Olfactory"
0.136363636363636,0.479289940828402,0.0133630289532294,0.0902004454342984,0.76,0.88,-0.267841941513589,0.484344585480713,0.54,998,100,"shared","11","Striatum","stratified_Striatum"
0.355371900826446,0.549295774647887,0.0477777777777778,0.13,0.78,0.96,-0.205432416534135,0.446399024529001,0.5,1000,100,"shared","12","Cerebellum","stratified_Cerebellum"
0.409722222222222,0.576419213973799,0.0655555555555556,0.146666666666667,0.85,0.97,-0.230669500429822,0.396637136148722,0.52,1000,100,"shared","12","Cortex","stratified_Cortex"
0.404411764705882,0.591304347826087,0.0611111111111111,0.151111111111111,0.81,0.94,-0.271243608263887,0.474627438182208,0.45,1000,100,"shared","12","Hippocampus","stratified_Hippocampus"
0.394366197183099,0.594936708860759,0.0622222222222222,0.156666666666667,0.86,0.96,-0.184686574322496,0.384679367359882,0.55,1000,100,"shared","12","Olfactory","stratified_Olfactory"
0.328,0.558139534883721,0.0455555555555556,0.133333333333333,0.84,0.95,-0.183659132606138,0.453828267973496,0.52,1000,100,"shared","12","Striatum","stratified_Striatum"
0.252631578947368,0.583732057416268,0.0267558528428094,0.136008918617614,0.71,0.87,-0.296470185840363,0.479442469170836,0.43,997,100,"shared","13","Cerebellum","stratified_Cerebellum"
0.366906474820144,0.573991031390135,0.0567296996662959,0.14238042269188,0.88,0.95,-0.200608611061374,0.388133088238721,0.54,999,100,"shared","13","Cortex","stratified_Cortex"
0.373134328358209,0.589519650655022,0.0557413600891862,0.150501672240803,0.84,0.94,-0.209142230285231,0.43471070520644,0.56,997,100,"shared","13","Hippocampus","stratified_Hippocampus"
0.431506849315068,0.599118942731278,0.0702341137123746,0.151616499442586,0.83,0.91,-0.293475509826278,0.482425894554126,0.46,997,100,"shared","13","Olfactory","stratified_Olfactory"
0.386861313868613,0.57847533632287,0.0590858416945373,0.1438127090301,0.84,0.94,-0.169719598402998,0.456777406347932,0.56,997,100,"shared","13","Striatum","stratified_Striatum"
0.291666666666667,0.543689320388349,0.0388888888888889,0.124444444444444,0.85,0.94,-0.0987717331154128,0.462854050126228,0.5,1000,100,"shared","14","Cerebellum","stratified_Cerebellum"
0.2890625,0.559633027522936,0.0411568409343715,0.135706340378198,0.91,0.96,-0.168897291431365,0.377126146090492,0.55,999,100,"shared","14","Cortex","stratified_Cortex"
0.174311926605505,0.502564102564103,0.0211345939933259,0.109010011123471,0.9,0.97,-0.154038953997244,0.385327834449157,0.5,999,100,"shared","14","Hippocampus","stratified_Hippocampus"
0.224299065420561,0.523316062176166,0.0267260579064588,0.112472160356347,0.83,0.92,-0.230940153900831,0.442837394251904,0.47,998,100,"shared","14","Olfactory","stratified_Olfactory"
0.278260869565217,0.555555555555556,0.0356347438752784,0.128062360801782,0.83,0.92,-0.200280312692792,0.444958990606859,0.44,998,100,"shared","14","Striatum","stratified_Striatum"
0.21,0.537688442211055,0.0233333333333333,0.118888888888889,0.79,0.92,-0.266006751146603,0.451621383519468,0.45,1000,100,"shared","15","Cerebellum","stratified_Cerebellum"
0.288,0.549763033175355,0.04,0.128888888888889,0.89,0.95,-0.166280479109816,0.428334423632811,0.53,1000,100,"shared","15","Cortex","stratified_Cortex"
0.211009174311927,0.510526315789474,0.0255555555555556,0.107777777777778,0.86,0.93,-0.18190970103574,0.469268060721204,0.41,1000,100,"shared","15","Hippocampus","stratified_Hippocampus"
0.201834862385321,0.520408163265306,0.0244444444444444,0.113333333333333,0.87,0.94,-0.196861436438545,0.410363449399671,0.47,1000,100,"shared","15","Olfactory","stratified_Olfactory"
0.25,0.559405940594059,0.03,0.125555555555556,0.81,0.89,-0.249445360843363,0.452804228238388,0.39,1000,100,"shared","15","Striatum","stratified_Striatum"
0.230088495575221,0.560185185185185,0.0289532293986637,0.134743875278396,0.87,0.95,-0.194066807472662,0.439329824874918,0.44,998,100,"shared","16","Cerebellum","stratified_Cerebellum"
0.352112676056338,0.590909090909091,0.0556173526140156,0.159065628476085,0.92,0.99,-0.212099042770374,0.364376478922442,0.47,999,100,"shared","16","Cortex","stratified_Cortex"
0.256198347107438,0.580786026200873,0.0345211581291759,0.148106904231626,0.9,0.96,-0.187732619279969,0.368155614790462,0.5,998,100,"shared","16","Hippocampus","stratified_Hippocampus"
0.282258064516129,0.592436974789916,0.0390189520624303,0.157190635451505,0.89,0.97,-0.160182630291846,0.417840633402171,0.45,997,100,"shared","16","Olfactory","stratified_Olfactory"
0.205357142857143,0.567685589519651,0.0255839822024472,0.144605116796441,0.89,0.99,-0.119998252763547,0.398008836093561,0.44,999,100,"shared","16","Striatum","stratified_Striatum"
0.227272727272727,0.49438202247191,0.0277777777777778,0.0977777777777778,0.85,0.9,-0.246731118727615,0.440551863859236,0.55,1000,100,"shared","17","Cerebellum","stratified_Cerebellum"
0.318518518518519,0.584821428571429,0.0477777777777778,0.145555555555556,0.92,0.93,-0.259298150576947,0.420942308759965,0.49,1000,100,"shared","17","Cortex","stratified_Cortex"
0.243243243243243,0.488505747126437,0.03,0.0944444444444444,0.84,0.89,-0.266234740662702,0.439806227844532,0.52,1000,100,"shared","17","Hippocampus","stratified_Hippocampus"
0.275862068965517,0.49438202247191,0.0355555555555556,0.0977777777777778,0.84,0.9,-0.230409025964011,0.463542052545582,0.5,1000,100,"shared","17","Olfactory","stratified_Olfactory"
0.278260869565217,0.521978021978022,0.0355555555555556,0.105555555555556,0.83,0.87,-0.234623848964795,0.470802587559724,0.53,1000,100,"shared","17","Striatum","stratified_Striatum"
0.440789473684211,0.603305785123967,0.0746102449888641,0.162583518930958,0.85,0.96,-0.200263397048981,0.456407061507588,0.45,998,100,"shared","18","Cerebellum","stratified_Cerebellum"
0.411764705882353,0.612,0.0701559020044543,0.170378619153675,0.9,0.97,-0.230174687194419,0.37938279482055,0.51,998,100,"shared","18","Cortex","stratified_Cortex"
0.436241610738255,0.636363636363636,0.072463768115942,0.179487179487179,0.84,0.92,-0.294019350211263,0.440922796155435,0.46,997,100,"shared","18","Hippocampus","stratified_Hippocampus"
0.4,0.619834710743802,0.0601336302895323,0.167037861915367,0.81,0.92,-0.275987566480327,0.435006284105206,0.49,998,100,"shared","18","Olfactory","stratified_Olfactory"
0.386206896551724,0.609756097560976,0.0623608017817372,0.167037861915367,0.89,0.96,-0.239624819277608,0.392602207302137,0.51,998,100,"shared","18","Striatum","stratified_Striatum"
0.330769230769231,0.555555555555556,0.0478309232480534,0.133481646273637,0.87,0.96,-0.214091806796415,0.450074446382925,0.52,999,100,"shared","19","Cerebellum","stratified_Cerebellum"
0.196428571428571,0.536231884057971,0.0244444444444444,0.123333333333333,0.9,0.96,-0.181081018091762,0.424101224958167,0.49,1000,100,"shared","19","Cortex","stratified_Cortex"
0.212962962962963,0.529411764705882,0.0255839822024472,0.120133481646274,0.85,0.96,-0.235153026304765,0.437419452955461,0.55,999,100,"shared","19","Hippocampus","stratified_Hippocampus"
0.241379310344828,0.543269230769231,0.0311457174638487,0.125695216907675,0.888888888888889,0.95959595959596,-0.198215509793637,0.450325816087268,0.505050505050505,998,99,"shared","19","Olfactory","stratified_Olfactory"
0.28099173553719,0.525,0.0377777777777778,0.116666666666667,0.87,0.95,-0.226125570823043,0.453534137451994,0.53,1000,100,"shared","19","Striatum","stratified_Striatum"
0.342105263157895,0.587443946188341,0.0433333333333333,0.145555555555556,0.75,0.92,-0.290901731723302,0.471575955808757,0.46,1000,100,"shared","2","Cerebellum","stratified_Cerebellum"
0.297297297297297,0.568075117370892,0.0366666666666667,0.134444444444444,0.78,0.92,-0.274870674534285,0.455393209138374,0.51,1000,100,"shared","2","Cortex","stratified_Cortex"
0.327868852459016,0.567441860465116,0.0444444444444444,0.135555555555556,0.82,0.93,-0.251241106241147,0.400373731661423,0.55,1000,100,"shared","2","Hippocampus","stratified_Hippocampus"
0.432624113475177,0.617021276595745,0.0677777777777778,0.161111111111111,0.8,0.9,-0.225362999007813,0.458146214158435,0.5,1000,100,"shared","2","Olfactory","stratified_Olfactory"
0.319672131147541,0.59375,0.0433815350389321,0.147942157953281,0.83,0.91,-0.219153274453061,0.450419215061192,0.53,999,100,"shared","2","Striatum","stratified_Striatum"
0.452702702702703,0.643410852713178,0.0744444444444444,0.184444444444444,0.81,0.92,-0.287734198850289,0.501445296530621,0.42,1000,100,"shared","20","Cerebellum","stratified_Cerebellum"
0.429487179487179,0.607287449392713,0.0744444444444444,0.166666666666667,0.89,0.97,-0.20126200161109,0.438520027394331,0.47,1000,100,"shared","20","Cortex","stratified_Cortex"
0.445255474452555,0.614349775784753,0.0677777777777778,0.152222222222222,0.76,0.86,-0.308667432731912,0.499102912662297,0.45,1000,100,"shared","20","Hippocampus","stratified_Hippocampus"
0.346774193548387,0.59009009009009,0.0477777777777778,0.145555555555556,0.81,0.91,-0.213113415081605,0.459922407476517,0.5,1000,100,"shared","20","Olfactory","stratified_Olfactory"
0.38655462184874,0.625,0.0511111111111111,0.161111111111111,0.73,0.87,-0.279499146440582,0.566107807068202,0.49,1000,100,"shared","20","Striatum","stratified_Striatum"
0.315315315315315,0.54040404040404,0.0389321468298109,0.119021134593993,0.76,0.91,-0.227959638218238,0.425038890777956,0.53,999,100,"shared","3","Cerebellum","stratified_Cerebellum"
0.36,0.546341463414634,0.05,0.124444444444444,0.8,0.93,-0.226449123187575,0.417137225051471,0.52,1000,100,"shared","3","Cortex","stratified_Cortex"
0.298245614035088,0.565420560747664,0.0378197997775306,0.134593993325918,0.8,0.93,-0.211453498222418,0.453296539278596,0.52,999,100,"shared","3","Hippocampus","stratified_Hippocampus"
0.254385964912281,0.520408163265306,0.0322222222222222,0.113333333333333,0.85,0.94,-0.181122645897678,0.443255272853869,0.55,1000,100,"shared","3","Olfactory","stratified_Olfactory"
0.428571428571429,0.559808612440191,0.0666666666666667,0.13,0.8,0.92,-0.233374035034975,0.446599059322604,0.53,1000,100,"shared","3","Striatum","stratified_Striatum"
0.214953271028037,0.532994923857868,0.0255839822024472,0.116796440489433,0.84,0.92,-0.236128417661987,0.458828971738614,0.53,999,100,"shared","4","Cerebellum","stratified_Cerebellum"
0.26890756302521,0.538834951456311,0.0355555555555556,0.123333333333333,0.87,0.95,-0.202771647849578,0.384391647666668,0.6,1000,100,"shared","4","Cortex","stratified_Cortex"
0.145833333333333,0.497206703910615,0.0155555555555556,0.0988888888888889,0.82,0.9,-0.23179030990104,0.486099875190338,0.53,1000,100,"shared","4","Hippocampus","stratified_Hippocampus"
0.126315789473684,0.454022988505747,0.0133333333333333,0.0877777777777778,0.83,0.95,-0.222324539267895,0.443621861590558,0.53,1000,100,"shared","4","Olfactory","stratified_Olfactory"
0.306451612903226,0.557692307692308,0.0422222222222222,0.128888888888889,0.86,0.92,-0.186539181298213,0.421997367015667,0.48,1000,100,"shared","4","Striatum","stratified_Striatum"
0.3671875,0.551219512195122,0.0522803114571746,0.125695216907675,0.81,0.92,-0.199716261387251,0.388611603783562,0.5,999,100,"shared","5","Cerebellum","stratified_Cerebellum"
0.37410071942446,0.552995391705069,0.0577777777777778,0.133333333333333,0.87,0.97,-0.166827474104981,0.36662307764602,0.56,1000,100,"shared","5","Cortex","stratified_Cortex"
0.333333333333333,0.549763033175355,0.0488888888888889,0.128888888888889,0.88,0.95,-0.155838255784093,0.387685509091791,0.55,1000,100,"shared","5","Hippocampus","stratified_Hippocampus"
0.355555555555556,0.548076923076923,0.0533333333333333,0.126666666666667,0.87,0.94,-0.179749478600305,0.378144613895884,0.59,1000,100,"shared","5","Olfactory","stratified_Olfactory"
0.267241379310345,0.53921568627451,0.0344444444444444,0.122222222222222,0.85,0.94,-0.155221527549417,0.368613626283871,0.59,1000,100,"shared","5","Striatum","stratified_Striatum"
0.330578512396694,0.570048309178744,0.044543429844098,0.131403118040089,0.81,0.89,-0.281079412558627,0.488244009473869,0.54,998,100,"shared","6","Cerebellum","stratified_Cerebellum"
0.36986301369863,0.615384615384615,0.0600667408231368,0.169076751946607,0.92,0.95,-0.114976203623953,0.383199674987942,0.57,999,100,"shared","6","Cortex","stratified_Cortex"
0.330508474576271,0.568720379146919,0.0434298440979955,0.133630289532294,0.79,0.91,-0.234928743523064,0.423901661080446,0.54,998,100,"shared","6","Hippocampus","stratified_Hippocampus"
0.310344827586207,0.583710407239819,0.0400890868596882,0.143652561247216,0.8,0.92,-0.222347609169725,0.41503887654375,0.54,998,100,"shared","6","Olfactory","stratified_Olfactory"
0.304347826086957,0.540816326530612,0.0389755011135857,0.11804008908686,0.8,0.9,-0.241393394790275,0.46713319355694,0.58,998,100,"shared","6","Striatum","stratified_Striatum"
0.252252252252252,0.52020202020202,0.0311457174638487,0.114571746384872,0.83,0.95,-0.232867116709192,0.42442846398369,0.49,999,100,"shared","7","Cerebellum","stratified_Cerebellum"
0.185840707964602,0.484210526315789,0.0233853006681514,0.102449888641425,0.92,0.98,-0.149246561696901,0.367552035572196,0.52,998,100,"shared","7","Cortex","stratified_Cortex"
0.223214285714286,0.505154639175258,0.0278396436525612,0.10913140311804,0.87,0.96,-0.234032663514767,0.456838987322202,0.51,998,100,"shared","7","Hippocampus","stratified_Hippocampus"
