"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
0.239316239316239,0.443181818181818,0.0311111111111111,0.0866666666666667,0.89,0.98,0.0246462894134659,0.396870850461028,NA,1000,100,"shared","4","stratified_combined"
0.377777777777778,0.522167487684729,0.0566666666666667,0.117777777777778,0.84,0.97,0.0277395947839295,0.407190768499358,NA,1000,100,"shared","40","stratified_combined"
0.328125,0.517948717948718,0.0466666666666667,0.112222222222222,0.86,0.94,-0.0972715230321661,0.469254073271682,NA,1000,100,"shared","41","stratified_combined"
0.247933884297521,0.420118343195266,0.0333333333333333,0.0788888888888889,0.91,0.98,-0.101971578860524,0.455700506033176,NA,1000,100,"shared","42","stratified_combined"
0.33587786259542,0.45,0.0488888888888889,0.09,0.87,0.99,-0.040900425457478,0.48523733903285,NA,1000,100,"shared","43","stratified_combined"
0.422818791946309,0.52020202020202,0.0700778642936596,0.114571746384872,0.86,0.95,-0.057073416590182,0.456405640576118,NA,999,100,"shared","44","stratified_combined"
0.43125,0.566371681415929,0.0766666666666667,0.142222222222222,0.91,0.98,0.0164942154192938,0.435422134807757,NA,1000,100,"shared","45","stratified_combined"
0.385135135135135,0.533980582524272,0.0633333333333333,0.122222222222222,0.91,0.96,-0.0329132350927383,0.475325478790565,NA,1000,100,"shared","46","stratified_combined"
0.23728813559322,0.466666666666667,0.0311457174638487,0.0934371523915462,0.9,0.96,-0.0547896982343255,0.438195493368931,NA,999,100,"shared","47","stratified_combined"
0.464705882352941,0.563876651982379,0.0877777777777778,0.142222222222222,0.91,0.99,0.0365985167696025,0.386484333700352,NA,1000,100,"shared","48","stratified_combined"
0.330827067669173,0.517412935323383,0.0488888888888889,0.115555555555556,0.89,0.97,-0.0704751248230177,0.443320708510401,NA,1000,100,"shared","49","stratified_combined"
0.375886524822695,0.492063492063492,0.0588888888888889,0.103333333333333,0.88,0.96,-0.0405830698814376,0.398555216542414,NA,1000,100,"shared","5","stratified_combined"
0.429487179487179,0.521739130434783,0.0744444444444444,0.12,0.89,0.99,-0.0157590555701408,0.433198206735045,NA,1000,100,"shared","50","stratified_combined"
0.416107382550336,0.533653846153846,0.0688888888888889,0.123333333333333,0.87,0.97,-0.0117318767321871,0.382912609292357,NA,1000,100,"shared","6","stratified_combined"
0.258333333333333,0.437869822485207,0.0344827586206897,0.082313681868743,0.89,0.95,-0.0418876557321988,0.465477131567614,NA,999,100,"shared","7","stratified_combined"
0.371428571428571,0.5,0.0578420467185762,0.109010011123471,0.88,0.98,-0.129433197828816,0.519535318809693,NA,999,100,"shared","8","stratified_combined"
0.205607476635514,0.420118343195266,0.0244444444444444,0.0788888888888889,0.85,0.98,-0.029518585069474,0.441429336268525,NA,1000,100,"shared","9","stratified_combined"
0.321428571428571,0.478947368421053,0.05,0.101111111111111,0.95,0.99,-0.238309414256364,0.452630347988803,NA,1000,100,"region_specific","1","stratified_combined"
0.256410256410256,0.439024390243902,0.0333333333333333,0.08,0.87,0.92,-0.371676728169438,0.610765927369035,NA,1000,100,"region_specific","10","stratified_combined"
0.211382113821138,0.45,0.0288888888888889,0.09,0.97,0.99,-0.282864220842612,0.445025788217652,NA,1000,100,"region_specific","11","stratified_combined"
0.374149659863946,0.50259067357513,0.0611111111111111,0.107777777777778,0.92,0.96,-0.3369094349075,0.57648032819683,NA,1000,100,"region_specific","12","stratified_combined"
0.234782608695652,0.461538461538462,0.0300333704115684,0.0934371523915462,0.88,0.98,-0.313312245005557,0.518450877051498,NA,999,100,"region_specific","13","stratified_combined"
0.289855072463768,0.468085106382979,0.0444444444444444,0.0977777777777778,0.98,1,-0.258431079381459,0.443759760270303,NA,1000,100,"region_specific","14","stratified_combined"
0.2,0.419161676646707,0.0266666666666667,0.0777777777777778,0.96,0.97,-0.308894935980314,0.519083616964791,NA,1000,100,"region_specific","15","stratified_combined"
0.221311475409836,0.5,0.0300333704115684,0.111234705228031,0.95,1,-0.28029632445477,0.468274074259122,NA,999,100,"region_specific","16","stratified_combined"
0.445161290322581,0.555555555555556,0.0766666666666667,0.133333333333333,0.86,0.96,-0.390145478841223,0.572832478936593,NA,1000,100,"region_specific","17","stratified_combined"
0.338129496402878,0.489690721649485,0.0522222222222222,0.105555555555556,0.92,0.99,-0.334991444332921,0.544929138514838,NA,1000,100,"region_specific","18","stratified_combined"
